time,heart,total
00:00:00,77,77
00:10:00,75,827
00:20:00,98,1644
00:32:00,93,2598
00:42:00,67,3330
00:52:00,69,4059
01:02:00,71,4747
01:12:00,69,5450
01:22:00,73,6192
01:32:00,68,6902
01:42:00,90,7656
01:52:00,74,8411
02:02:00,69,9077
02:12:00,73,9784
02:22:00,102,10686
02:32:00,99,11614
02:42:00,71,12432
02:52:00,68,13142
03:02:00,66,13850
03:12:00,66,14554
03:22:00,73,15250
03:32:00,118,16032
03:45:00,93,17069
03:56:00,86,17964
04:06:00,75,18772
04:16:00,87,19540
04:26:00,98,20384
04:36:00,78,21196
04:46:00,65,21867
04:56:00,68,22642
05:06:00,69,23281
05:16:00,59,23880
05:26:00,60,24480
05:36:00,56,25063
05:46:00,58,25629
05:56:00,56,26197
06:06:00,56,26765
06:16:00,60,27351
06:26:00,56,27907
06:36:00,57,28470
06:46:00,58,29043
06:56:00,58,29628
07:06:00,56,30200
07:16:00,64,30780
07:26:00,58,31372
07:36:00,58,31958
07:46:00,56,32544
07:56:00,57,33127
08:06:00,58,33696
08:16:00,63,34281
08:26:00,58,34860
08:36:00,56,35465
08:46:00,70,36110
08:56:00,63,36779
09:06:00,66,37420
09:16:00,68,38088
09:26:00,66,38827
09:36:00,62,39478
09:46:00,69,40147
09:56:00,65,40808
10:06:00,67,41496
10:16:00,66,42160
10:26:00,75,42866
10:36:00,70,43610
10:46:00,68,44262
10:56:00,64,44980
11:06:00,71,45632
11:16:00,67,46300
11:26:00,73,46969
11:36:00,69,47652
11:46:00,70,48352
11:56:00,78,49120
12:06:00,72,49843
12:16:00,64,50470
12:26:00,99,51212
12:36:00,77,52135
12:46:00,113,53009
12:56:00,97,54039
13:06:00,88,54958
13:16:00,93,55893
13:26:00,94,56796
14:12:00,101,57762
14:22:00,96,58810
14:32:00,80,59715
14:42:00,81,60550
14:52:00,82,61362
15:02:00,76,62181
15:12:00,70,62876
15:22:00,79,63625
15:32:00,69,64519
15:42:00,86,65390
15:52:00,82,66322
16:02:00,83,67145
16:12:00,83,67956
16:22:00,103,68823
16:32:00,94,69788
16:42:00,95,70749
16:52:00,80,71565
17:02:00,97,72482
17:12:00,99,73432
17:22:00,77,74312
17:32:00,73,75064
17:42:00,72,75848
17:52:00,112,76690
18:03:00,111,77732
18:13:00,91,78712
18:23:00,104,79608
18:33:00,86,80495
18:43:00,84,81368
18:53:00,80,82205
19:03:00,87,83026
19:13:00,95,83899
19:23:00,83,84774
19:33:00,81,85595
19:43:00,67,86277
